num	kind	verdict	gates	title
B07001P	character	NEEDS-ENGINE	G36	毛利蘭＆灰原哀
B07001P2	character	NEEDS-ENGINE	G36	毛利蘭＆灰原哀
B07002	character	NEEDS-ENGINE	NEW:相手のカットイン/変装使用禁止フラグ|G17	江戸川コナン
B07002P	character	NEEDS-ENGINE	NEW:相手のカットイン/変装使用禁止フラグ|G17	江戸川コナン
B07003	character	NEEDS-ENGINE	G20	工藤新一
B07003P	character	NEEDS-ENGINE	G20	工藤新一
B07005	character	NEEDS-ENGINE	NEW:自キャラのアクション禁止/コンタクト中カットイン禁止	毛利小五郎
B07008	character	NEEDS-ENGINE	G20	小嶋元太
B07011	character	NEEDS-ENGINE	NEW:じゃんけん(RNG勝敗)	福井柚嬉
B07014	event	NEEDS-ENGINE	NEW:リムーブエリアからデッキ上へ移すverb	弁当型携帯FAX
B07014P	event	NEEDS-ENGINE	NEW:リムーブエリアからデッキ上へ移すverb	弁当型携帯FAX
B07015	character	NEEDS-ENGINE	NEW:効果で手札からイベント使用|G37	遠山和葉＆大岡紅葉
B07015P	character	NEEDS-ENGINE	NEW:効果で手札からイベント使用|G37	遠山和葉＆大岡紅葉
B07025	character	NEEDS-ENGINE	G16|G36	星河童吾
B07026	event	NEEDS-ENGINE	NEW:イベントが能力効果で使用された場合の分岐	相応しいお方
B07026P	event	NEEDS-ENGINE	NEW:イベントが能力効果で使用された場合の分岐	相応しいお方
B07030	character	NEEDS-ENGINE	G39|G37	黒羽快斗＆中森青子
B07030P	character	NEEDS-ENGINE	G39|G37	黒羽快斗＆中森青子
B07030P2	character	NEEDS-ENGINE	G39|G37	黒羽快斗＆中森青子
B07031P	character	NEEDS-ENGINE	NEW:効果での合算セットカード除去+分岐	小泉紅子
B07032	character	NEEDS-ENGINE	G39	白馬探
B07032P	character	NEEDS-ENGINE	G39	白馬探
B07033	character	NEEDS-ENGINE	G39	怪盗キッド
B07033P	character	NEEDS-ENGINE	G39	怪盗キッド
B07033P2	character	NEEDS-ENGINE	G39	怪盗キッド
B07037	character	NEEDS-ENGINE	G39	黒羽快斗
B07039	character	NEEDS-ENGINE	G39	アン王女
B07039P	character	NEEDS-ENGINE	G39	アン王女
B07045	character	NEEDS-ENGINE	G39	セリザベス女王
B07046	character	NEEDS-ENGINE	G39	ドロン刑事
B07049	character	NEEDS-ENGINE	G39	フィリップ王子
B07053	character	NEEDS-ENGINE	NEW:continuous-name/trait-grant	ロボット黒羽快斗
B07059	event	NEEDS-ENGINE	G39	赤い涙
B07059P	event	NEEDS-ENGINE	G39	赤い涙
B07060	event	NEEDS-ENGINE	G39	クリスタル・マザー
B07060P	event	NEEDS-ENGINE	G39	クリスタル・マザー
B07061	case	NEEDS-ENGINE	G39	日輪の後光の巻
B07061P	case	NEEDS-ENGINE	G39	日輪の後光の巻
B07076	event	NEEDS-ENGINE	NEW:draw/discard-to-hand-size|G28	「君は思ったより手強いって事がね！」
B07076P	event	NEEDS-ENGINE	NEW:draw/discard-to-hand-size|G28	「君は思ったより手強いって事がね！」
B07096	character	NEEDS-ENGINE	G32	ウォッカ
B08002	character	NEEDS-ENGINE	G28	江戸川コナン＆灰原哀
B08002P	character	NEEDS-ENGINE	G28	江戸川コナン＆灰原哀
B08003	character	NEEDS-ENGINE	G34|G36	阿笠博士
B08003P	character	NEEDS-ENGINE	G34|G36	阿笠博士
B08004	character	NEEDS-ENGINE	G13	江戸川コナン
B08004P	character	NEEDS-ENGINE	G13	江戸川コナン
B08006	character	NEEDS-ENGINE	NEW:hand-stack-under-as-cost	小嶋元太
B08014	character	NEEDS-ENGINE	G42	毛利蘭
B08014P	character	NEEDS-ENGINE	G42	毛利蘭
B08017	event	NEEDS-ENGINE	NEW:setcard-confers-conditional-ability	「どうしてお姉ちゃんを…助けてくれなかったの？」
B08017P	event	NEEDS-ENGINE	NEW:setcard-confers-conditional-ability	「どうしてお姉ちゃんを…助けてくれなかったの？」
B08019	character	NEEDS-ENGINE	G38	大岡紅葉＆伊織無我
B08019P	character	NEEDS-ENGINE	G38	大岡紅葉＆伊織無我
B08025	character	NEEDS-ENGINE	G36	伊織無我
B08025P	character	NEEDS-ENGINE	G36	伊織無我
B08026	character	NEEDS-ENGINE	NEW:play-event-from-hand-as-effect	大滝悟郎
B08028	character	NEEDS-ENGINE	NEW:evidence-flip-count-mirror	日向幸
B08033	character	NEEDS-ENGINE	G29	工藤有希子
B08033P	character	NEEDS-ENGINE	G29	工藤有希子
B08035	character	NEEDS-ENGINE	G33	怪盗キッド
B08036	character	NEEDS-ENGINE	NEW:setcard-source-from-remove	クリス・ヴィンヤード
B08041	character	NEEDS-ENGINE	G36	高橋良一
B08046	character	NEEDS-ENGINE	G36	赤井秀一＆ジョディ・スターリング
B08046P	character	NEEDS-ENGINE	G36	赤井秀一＆ジョディ・スターリング
B08047	character	NEEDS-ENGINE	NEW:draw/discard-to-hand-size	沖矢昴
B08047P	character	NEEDS-ENGINE	NEW:draw/discard-to-hand-size	沖矢昴
B08049	character	NEEDS-ENGINE	NEW:acted-this-turn-char-filter	ジョディ・スターリング
B08049P	character	NEEDS-ENGINE	NEW:acted-this-turn-char-filter	ジョディ・スターリング
B08059	character	NEEDS-ENGINE	G14	諸星大
B08059P	character	NEEDS-ENGINE	G14	諸星大
B08062	character	NEEDS-ENGINE	NEW:all-scene-homogeneous-condition	佐藤美和子＆高木渉
B08062P	character	NEEDS-ENGINE	NEW:all-scene-homogeneous-condition	佐藤美和子＆高木渉
B08063	character	NEEDS-ENGINE	NEW:continuous-name/trait-grant	黒田兵衛
B08063P	character	NEEDS-ENGINE	NEW:continuous-name/trait-grant	黒田兵衛
B08068	character	NEEDS-ENGINE	G21	安室透
B08068P	character	NEEDS-ENGINE	G21	安室透
B08069	character	NEEDS-ENGINE	NEW:宣言で予約しターン終了時に登場する遅延効果	風見裕也
B08074	character	NEEDS-ENGINE	NEW:捜査の発見枚数につきキーワード付与	降谷零
B08078	character	NEEDS-ENGINE	NEW:手札リムーブカードの現場リムーブ時効果を再起動	ジン
B08078P	character	NEEDS-ENGINE	NEW:手札リムーブカードの現場リムーブ時効果を再起動	ジン
B08081	character	NEEDS-ENGINE	NEW:味方が相手効果で選ばれたとき反応する観測者	広田雅美
B08081P	character	NEEDS-ENGINE	NEW:味方が相手効果で選ばれたとき反応する観測者	広田雅美
B08086	character	NEEDS-ENGINE	NEW:相手現場枚数につき自身APスケール	テキーラ
B08087	character	NEEDS-ENGINE	NEW:相手のイベント効果対象選択を強制	吞口重彦
B08093	character	NEEDS-ENGINE	G37	灰原哀＆シェリー
B08093P	character	NEEDS-ENGINE	G37	灰原哀＆シェリー
B09002	character	NEEDS-ENGINE	G37	工藤新一&毛利蘭
B09002P	character	NEEDS-ENGINE	G37	工藤新一&毛利蘭
B09003	character	NEEDS-ENGINE	NEW:カード名指定し相手FILE除去カードと名前一致分岐	江戸川コナン
B09003P	character	NEEDS-ENGINE	NEW:カード名指定し相手FILE除去カードと名前一致分岐	江戸川コナン
B09004	character	NEEDS-ENGINE	NEW:自分が手札から特定名を公開したとき反応する観測者	毛利蘭
B09004P	character	NEEDS-ENGINE	NEW:自分が手札から特定名を公開したとき反応する観測者	毛利蘭
B09005	character	NEEDS-ENGINE	G36	本堂瑛祐
B09011	character	NEEDS-ENGINE	G23	灰原哀
B09011P	character	NEEDS-ENGINE	G23	灰原哀
B09016	character	NEEDS-ENGINE	G04	円谷光彦
B09019	event	NEEDS-ENGINE	NEW:ネクストヒント禁止フラグ付与	「くさるなよ！」
B09019P	event	NEEDS-ENGINE	NEW:ネクストヒント禁止フラグ付与	「くさるなよ！」
B09036	character	NEEDS-ENGINE	G21	怪盗キッド
B09036P	character	NEEDS-ENGINE	G21	怪盗キッド
B09039	character	NEEDS-ENGINE	G39|G40	中森青子
B09040	character	NEEDS-ENGINE	NEW:必ずガードする能力を付与し強制実行	鈴木園子
B09040P	character	NEEDS-ENGINE	NEW:必ずガードする能力を付与し強制実行	鈴木園子
B09047	character	NEEDS-ENGINE	G39|G42	闇の男爵
B09048	character	NEEDS-ENGINE	NEW:現場キャラを自身の下に重ねるコスト	中森銀三
B09050	character	NEEDS-ENGINE	G36	白馬探
B09052	event	NEEDS-ENGINE	G21	「い、いつの間に!?」
B09052P	event	NEEDS-ENGINE	G21	「い、いつの間に!?」
B09055	character	NEEDS-ENGINE	G39	世良真純
B09055P	character	NEEDS-ENGINE	G39	世良真純
B09055P2	character	NEEDS-ENGINE	G39	世良真純
B09060	character	NEEDS-ENGINE	G36	沖矢昴
B09070	character	NEEDS-ENGINE	G37|NEW:疾風発動済キャラ追跡で一括アクティブ	萩原千速&萩原研二
B09070P	character	NEEDS-ENGINE	G37|NEW:疾風発動済キャラ追跡で一括アクティブ	萩原千速&萩原研二
B09072	character	NEEDS-ENGINE	NEW:このターン疾風発動済フラグ+推理不可付与	横溝重悟
B09072P	character	NEEDS-ENGINE	NEW:このターン疾風発動済フラグ+推理不可付与	横溝重悟
B09072P2	character	NEEDS-ENGINE	NEW:このターン疾風発動済フラグ+推理不可付与	横溝重悟
B09086	character	NEEDS-ENGINE	NEW:自身コンタクト中の名前特徴指定カットイン使用を観測	諸伏高明
B09086P	character	NEEDS-ENGINE	NEW:自身コンタクト中の名前特徴指定カットイン使用を観測	諸伏高明
B09089	event	NEEDS-ENGINE	NEW:このターン現場にキャラ未登場のConditiont	刑事だらけの店
B09089P	event	NEEDS-ENGINE	NEW:このターン現場にキャラ未登場のCondition	刑事だらけの店
B09090	case	NEEDS-ENGINE	NEW:次に登場するキャラの疾風条件を無視させる	風の女神
B09090P	case	NEEDS-ENGINE	NEW:次に登場するキャラの疾風条件を無視させる	風の女神
B09090P2	case	NEEDS-ENGINE	NEW:次に登場するキャラの疾風条件を無視させる	風の女神
B09095	character	NEEDS-ENGINE	G20	ベルモット
B09095P	character	NEEDS-ENGINE	G20	ベルモット
B09105	event	NEEDS-ENGINE	NEW:ネクストヒント禁止フラグ+異レベル複数選択	キッ
B09105P	event	NEEDS-ENGINE	NEW:ネクストヒント禁止フラグ+異レベル複数選択	キッ
B09107	case	NEEDS-ENGINE	NEW:全証拠表向き化+証拠特徴計数で敗北	犯人たちの犯行
B09107P	case	NEEDS-ENGINE	NEW:全証拠表向き化+証拠特徴計数で敗北	犯人たちの犯行
B09108	character	NEEDS-ENGINE	NEW:カード名指定+除去札の名前一致分岐	工藤新一&服部平次
B09108P	character	NEEDS-ENGINE	NEW:カード名指定+除去札の名前一致分岐	工藤新一&服部平次
B09109	character	NEEDS-ENGINE	G16|G37|NEW:同名相対一致deckReveal	怪盗キッド&安室透
B09109P	character	NEEDS-ENGINE	G16|G37|NEW:同名相対一致deckReveal	怪盗キッド&安室透
B09110	character	NEEDS-ENGINE	G37|NEW:同名相対一致deckReveal	赤井秀一&ジン
B09110P	character	NEEDS-ENGINE	G37|NEW:同名相対一致deckReveal	赤井秀一&ジン
B09111	case	NEEDS-ENGINE	NEW:カード名指定+除去札の名前一致分岐	外交官殺人事件
B09111P	case	NEEDS-ENGINE	NEW:カード名指定+除去札の名前一致分岐	外交官殺人事件
B09112	case	NEEDS-ENGINE	G29|NEW:カード名指定+指定名キャラ数forEach	キッドVS安室 王妃の前髪
B09112P	case	NEEDS-ENGINE	G29|NEW:カード名指定+指定名キャラ数forEach	キッドVS安室 王妃の前髪
D02008	character	NEEDS-ENGINE	NEW:カットイン抑止窓	服部平蔵
D07024	case	NEEDS-ENGINE	NEW:パートナー事件解決能力の書換+証拠隠滅keyword	コードネーム・シェリー
D10005	character	NEEDS-ENGINE	NEW:手札からイベント使用verb	ハート姫（毛利蘭）
D10006	character	NEEDS-ENGINE	NEW:手札からイベント使用verb	ハート姫（毛利蘭）
D10026	case	NEEDS-ENGINE	NEW:手札からイベント使用verb	The Black Knight
PR029	character	NEEDS-ENGINE	NEW:カットイン使用観測フック	白鳥任三郎
PR033	character	NEEDS-ENGINE	NEW:カットイン使用観測フック	白鳥任三郎
PR067	case	NEEDS-ENGINE	NEW:パートナー全色化+現場上限4枚化	探偵の目
PR096	character	NEEDS-ENGINE	G36	安室透
PR105	character	NEEDS-ENGINE	NEW:カード名自由指定rename	工藤有希子
PR136	character	NEEDS-ENGINE	NEW:両側選択キャラへ持ち主デッキからセット	伊織無我
PR142	character	NEEDS-ENGINE	NEW:両側選択キャラへ持ち主デッキからセット	伊織無我
PR158	character	NEEDS-ENGINE	NEW:リムーブエリア名カウントdyn(自己含む)	犯人
PR164	character	NEEDS-ENGINE	NEW:リムーブエリア名カウントdyn(自己含む)	犯人
PR195	event	NEEDS-ENGINE	G39	ブルーサファイア
PR196	event	NEEDS-ENGINE	G39	ブルーサファイア
PR263	character	NEEDS-ENGINE	G39	怪盗キッド
PR265	character	NEEDS-ENGINE	G28	風見裕也
PR269	character	NEEDS-ENGINE	G39	怪盗キッド
PR271	character	NEEDS-ENGINE	G28	風見裕也
PR279	character	NEEDS-ENGINE	NEW:相手イベント効果リムーブ免疫	萩原千速
