batch	label	memberCount	soleUnlock	additive	effort	stale	sampleCards	vocabAbsent	enginePlugPoint	cardTextPattern	representativeQuote
trigger-observer-hooks	G07: 証拠を表向きにしたとき/された時 hook (flip-evidence trigger) — 単独unlock 0枚	0	0	pure-additive	S			TRIGGERED_HOOKS に 'evidence:flip' 不在 / mutate/evidence.ts flipFaceUp/flipFaceDown に emit 無 (ただし sole-unlock 0 のため非優先)	src/engine/mutate/evidence.ts:57 flipFaceUp / :68 flipFaceDown が emit を持たず TRIGGERED_HOOKS にも 'evidence:flip' enum 無、という GATE は実在するが、この primitive を sole-unlock するカードが 0 枚のため engine 投資の優先度は最低。プラグ点は flipFaceUp/flipFaceDown 出口だが現状追加する価値が無い。	「証拠を表向きにしたとき」を契機に発火する observer 機構の gate だが、_percard_labels.json 上どのカードも G07 を残 gate として持たない。証拠表向き化を含むカード(B09107 全証拠表向き化+敗北, B08028 evidence-flip-count-mirror)は G07 ではなく alt-lose/mirror-dyn 等の別 primitive で gate されており、flip-trigger 単独で解禁されるカードは現プールに 0 枚。	(該当カード無し — G07 を残 gate とするカードは _percard_labels.json に 0 件)
restriction-flags-P05-P09-P50-P51-G09	P05 手札使用禁止 flag (カード名/特徴) + 効果登場禁止	6	6	pure-additive	M		B05120,B06109,B06103	TurnScopedFlags に handUseRestrict (例: {allowOnlyTrait?:string} / {bannedNames?:string[]}) field 無、setHandUseRestrict verb 無、hand-use-card.ts handUseGateCommon に trait/name 照合 step 無、scene.enter にカード名-登場ban 無 (B06103)	src/engine/flow/main/hand-use-card.ts:56 handUseGateCommon（+ next-hint.ts:77 の optionalCardId ブロック）に『使用キャラの特徴/名前 ∈ 禁止集合 なら不可』の filter step を追加。現 vocab は colorAllowed(L29)/levelAllowed(L45)/eventUseBanned(L71) しかなく、def.traits / def の分割名を読んで照合する hand-use restriction が皆無。B06103 の登場-ban は src/engine/mutate/scene.ts:101 enter にも同集合のゲートが要る(現状 name-ban 不在=grep 0)。flag 保持先は src/engine/types/game-state.ts:90 TurnScopedFlags。	指定した特徴/カード名のキャラを『手札から使用できない』を継続的に課す制限 flag。B05120(集められた名探偵): 「自分は〚特徴［探偵］〛以外のキャラを手札から使用できない。（ネクストヒントでの使用も「手札から使用」に含まれる）」。B06109(紅の修学旅行): 同型で特徴[高校生]。公式Q&A『効果による登場・【カットイン】【変装】【ヒラメキ】はこの制限を受けない/イベントの使用には色以外の制限はない』を honor する必要あり。B06103(ジン)はさらに重く『このターン中、自分は〚カード名［ジン］〛を使用できず、登場させることができない』=ハンド使用 ban に加え effect-登場 ban も要る(turn-scoped カード名集合)。	自分は〚特徴［探偵］〛以外のキャラを手札から使用できない。（ネクストヒントでの使用も「手札から使用」に含まれる）
restriction-flags-P05-P09-P50-P51-G09	P06 ネクストヒント禁止 flag	6	6	pure-additive	S		B06104,B09019,B09105	TurnScopedFlags に nextHintBanned?:boolean 無、setNextHintBan atom verb 無、canStartNextHint(next-hint.ts:30) に ban-flag check 無、resetTurnFlags(flag.ts:76) のクリア行無	src/engine/flow/main/next-hint.ts:28 canStartNextHint に『state.turnState[p].nextHintBanned なら false』を追加(consumption gate)。verb は src/engine/effect/atom-handlers/misc.ts の atomSetEventUseBan(L64) を雛形に atomSetNextHintBan を新設、src/engine/effect/atom-handlers.ts:214 の dispatch + validate.ts:41 whitelist + types/effect.ts:232 union に登録。現 next-hint.ts には開始抑止 flag を読む箇所が一切無い(nextHintUsed は『使用済』であり別概念)。	『このターン中、自分はネクストヒントできない』を効果解決の一部として課す turn-scoped flag。B06104(カッ): イベント効果末尾に「このターン中、自分はネクストヒントできない。」。B09019(「くさるなよ！」)/B09105(キッ) も同末尾文。eventUseBanned(イベント使用ban) の完全な姉妹機構で、next-hint.ts の開始ゲートを 1 行で閉じれば良い。	自分のFILEエリアにあるカードを上から1枚リムーブし…（中略）…このターン中、自分はネクストヒントできない。
restriction-flags-P05-P09-P50-P51-G09	P07 アクション禁止 / 対象除外 (指定してアクションできない)	4	4	structural	M		B03057,B05051,B07005	candidates(target-expander.ts) に negative/exclusion phase 無、ContinuousModifier(card-def.ts:85) に untargetableByAction / caseActionBan / selfActionBan token 無、read.char に該当 reader 無	src/engine/flow/action/target-expander.ts:69 candidates() は base+expander+actionTargetsActive の純加算のみで exclusion step が皆無(L74-123 全て push)。ここに『対象キャラが continuous untargetable-by-action を持つなら baseList から除外』の negative-filter を追加。case-ban(B05051) は src/engine/flow/main/action.ts:115 canActionAgainstCase に『actor が caseActionBanned continuous を持つなら false』を追加。self-action-ban(B07005) は同 action.ts:72 _canAction に actor-side gate を追加。	アクションの宣言・対象指定を『継続的に除外/禁止』する制限。3 サブ種別: (1)対象除外 B03057(槍田郁美)「このキャラがスリープ状態の場合、相手の現場にいるキャラはこのキャラを指定してアクションできない。」=候補から自身を negative-filter。(2)case-target 禁止 B05051(京極真)「このキャラは事件を指定してアクションできない。」=actor の case-action を gate。(3)自アクション禁止+コンタクト中カットイン禁止 B07005(毛利小五郎)「自分の現場に〚カード名［妃英理］〛がいない場合、このキャラはアクションできない。このキャラのコンタクト中、自分は【カットイン】を使用できない。」。	このキャラがスリープ状態の場合、相手の現場にいるキャラはこのキャラを指定してアクションできない。
restriction-flags-P05-P09-P50-P51-G09	P08 相手リフレッシュ証拠獲得 抑止 flag	1	1	pure-additive	S		B05097	ContinuousModifier に refreshEvidenceSuppress token 無、read.char に board-scan reader (restrictsOpponent 類似) を refresh 用に拡張する必要、deck.ts refresh() に suppress 分岐無	src/engine/mutate/deck.ts:120-126 refresh() が無条件で opp.evidence.push(penalty-card) する。L122 の push 前に『リフレッシュした側 p の相手(=opp、=このキャラ所有者)が refresh-evidence-suppress continuous を盤面に持つなら push をスキップ』を追加。現 refresh() は penalty を例外なく付与し、suppress を読む経路が皆無。	『相手はリフレッシュによって証拠を得られない』を、このキャラが現場にいる間 継続的に課す。B05097(鮫崎島治): 「相手はリフレッシュによって証拠を得られない。」公式Q&A『自分がリフレッシュを行っても(リムーブをシャッフルしデッキに置いた後)相手は得るはずの証拠1つを得られない』。	相手はリフレッシュによって証拠を得られない。
restriction-flags-P05-P09-P50-P51-G09	P09 手札使用 色制限 bypass flag	3	1	pure-additive	S		B03126,B06072	colorAllowed(hand-use-card.ts:29 / next-hint.ts:38) に self-color-ignore bypass 無、AbilityDef/keyword に colorIgnoreOnHandUse token (read.def で参照) 無	src/engine/flow/main/hand-use-card.ts:29 colorAllowed() と src/engine/flow/main/next-hint.ts:38 colorAllowed() の両 site で『この cardId の def に colorIgnore 印字能力があれば色チェックを skip して true』を追加。現 colorAllowed は def.colors ⊆ case.colors の固定判定のみで bypass 経路無(L34-37)。flag はカード自身の静的能力なので turnState 不要、def 読みで完結。	このカード自身を『事件カードの色を無視して手札使用できる』にする自己許可。B03126(犯人): 「手札から使用する場合、このキャラは事件カードの色を無視できる。（ネクストヒントでの使用も「手札から使用」に含まれる）」=単独 sole-unlock。B06072(かぐや)は同文だが【事件YAIBA】条件付きかつ別句で G24(自リムーブエリア全部→デッキ下 drain)も要るため非 sole(2枚)。	手札から使用する場合、このキャラは事件カードの色を無視できる。（ネクストヒントでの使用も「手札から使用」に含まれる）
restriction-flags-P05-P09-P50-P51-G09	P50 相手イベント効果の対象選択 強制	1	1	structural	L		B08087	ContinuousModifier/turnEffects に mustBeSelectedByOppEvent token 無、effect-pick 解決 (resolve-picks.ts) に forced-inclusion enforce 無、chooser=opp & source=event-effect の文脈識別が pick path に無	src/engine/target/candidates.ts:99 candidates()/matchOneFilter(L256) が legal pick 集合を返すが、chooser=相手 かつ source=イベント効果 のとき『この continuous flag を持つキャラを必ず含める』強制が無い(mustBeTargeted は action 専用で target-expander.ts:175 mustTargetCandidates のみ)。AI/human の effect-pick 解決 src/engine/effect/apply-pick.ts / resolve-picks.ts:361(nMin/nMax) で『強制対象を選ばないと違法』enforce が必要。	このキャラを『相手のイベント効果が選べる場合は必ず選ばせる』継続強制。B08087(吞口重彦): 「相手はイベントの効果によってこのキャラを選べる場合、必ず選ぶ。」公式Q&A『相手イベントが「○枚まで選ぶ」ものでこのキャラを選べるなら必ず選ぶ。2枚までなら このキャラ必須+残り任意』。action の mustBeTargeted(G28) の effect-pick 版。	相手はイベントの効果によってこのキャラを選べる場合、必ず選ぶ。
restriction-flags-P05-P09-P50-P51-G09	P51 強制ガード能力 付与 (mustGuard)	2	2	structural	M		B09040,B09040P	SceneCharacter.turnEffects に mustGuard 無 (mustBeTargeted のみ)、guard.ts に強制ガード enforce 無、'このキャラはガードできる場合必ずガードする' を付与する charSetTurnEffect token 無、AI/UI のガード pass 抑止無	src/engine/flow/guard.ts は candidates(L36)/canGuard(L73) のみで guard を常に任意とし、強制 enforce が皆無。turnEffects に mustGuard flag を持たせ、ガード決定フロー(攻撃宣言後にガード選択を求める箇所=flow/action state-machine の guard 局面 / AI ガード選択)で『mustGuard かつ canGuard 可能なキャラが居れば pass を許さない』enforce を追加。mustBeTargeted(target-expander.ts:186)が action 側の前例だが guard 側には対応 field 無。	相手キャラに『ガードできる場合は必ずガードする』をターン終了時まで付与する強制。B09040(鈴木園子)【絆京極真】【宣言】: 「相手の現場にいるレベル6以下のキャラを1枚まで選び、ターン終了時まで「このキャラはガードできる場合、必ずガードする。」を与える。」公式Q&A『与えられたキャラは(相手アクション時に)ガード可能なら必ずガードしなければならない。ガードのルールに従うのでスリープ等で不可なら強制されない』。	相手の現場にいるレベル6以下のキャラを1枚まで選び、ターン終了時まで「このキャラはガードできる場合、必ずガードする。」を与える。
restriction-flags-P05-P09-P50-P51-G09	G09 ヒラメキ抑止 (continuous in-play 版)	1	1	pure-additive	S		B05079	card-def.ts:102 opponentRestrict enum に 'hirameki' 無、read.char.restrictsOpponent(char.ts:244) の token 型に hirameki 無、triggered.ts:432 の gate が continuous-aura source を見ない (turn-flag のみ)	consumption-gate は既に src/engine/listeners/triggered.ts:432『if (state.turnState[p.player]?.hiramekiSuppressed) return;』として出荷済。だが B05079 は turn/action-scoped flag では無く continuous in-play ban。L432 を『hiramekiSuppressed flag OR 相手(=ヒラメキ権利者の相手)盤面に hirameki-ban continuous aura がある』に拡張し、src/engine/read/char.ts:244 restrictsOpponent の token union に 'hirameki' を追加(card-def.ts:102 opponentRestrict の enum 拡張)するのが最小。aura 機構自体は cluster5 で出荷済。	『相手は【ヒラメキ】を発動できない』を、このキャラが現場にいる間 継続的に課す。B05079(世良真純): 「相手は【ヒラメキ】を発動できない。」公式Q&A『アクション［事件］で【ヒラメキ】持ちカードがリムーブされても効果を発動させられない(そのままリムーブエリアへ)』。注意: 既存の action-scoped hiramekiSuppressed flag(B06049 a2「アクション終了時まで」)とは scope が別=こちらは在場中ずっと。	相手は【ヒラメキ】を発動できない。
restriction-flags-P05-P09-P50-P51-G09	カットイン抑止窓 / 相手カットイン・変装 禁止 flag	5	3	pure-additive	M		B05007,D02008,B07002	TurnScopedFlags に cutinSuppressed(action-scoped)無、setCutinSuppress verb 無、canCutIn(contact.ts:73)/canDisguise(L147) が action-scoped flag を読まない(continuous aura のみ)、B07002 の『相手は変装も使用できない』turn-scoped 用 disguiseUse ban token 無	consumption-gate は src/engine/flow/contact.ts:78『if (readChar.restrictsOpponent(state, other, 'cutin')) return false;』として継続-aura 版は出荷済。但しこの batch は『アクション終了時まで』action-scoped 窓(B05007/D02008)で aura では無い。hiramekiSuppressed(triggered.ts:432)と同型の action-scoped flag(例 cutinSuppressed)を TurnScopedFlags に追加し、contact.ts:73 canCutIn(と canDisguise L147)で読み、verb で『アクション時に相手側 slot を立てる』。清掃は src/engine/flow/action/state-machine.ts の action-end(hiramekiSuppressed と同じ2経路)。	『相手は【カットイン】(と【変装】)を使用できない』を一時窓 or ターン中 課す。B05007(妃英理)【宣言】: 「自分の現場にいる〚特徴［毛利探偵事務所］〛のキャラがアクションしたとき、アクション終了時まで相手は【カットイン】を使用できない。」。D02008(服部平蔵): 「このキャラがアクションしたとき、アクション終了時まで相手は【カットイン】を使用できない。」公式Q&A『ガードの有無に関係なくそのアクションが終了するまで使用できない』=action-scoped 窓。B07002(江戸川コナン)は【宣言】turn-scoped で「このターン中、相手は【カットイン】と【変装】を使用できない。」だが別句で G17($revealed色読み)も要るため非 sole(2枚)。	このキャラがアクションしたとき、アクション終了時まで相手は【カットイン】を使用できない。
condition-dyn-absent-group	P30 現場LP合計condition (sceneLpSum)	2	0	pure-additive	S	STALE	B06003,B06003P	なし — sceneLpSum condition は出荷済 (origin/main)。ただし B06003 は別句『この能力はパートナーエリアでも宣言できる』で G37 (scope配列/非MR partner-area到達) を要し、sceneLpSum 単独では sole-unlock しない (sole=0)。	origin/main src/engine/cond/eval.ts:136 に case 'sceneLpSum' が既に存在 (candidates()+charRead.lp 合算、min/max 比較)。effect.ts:36 に型定義済。新コード不要。	現場キャラのLP合計を閾値比較する宣言ゲート/条件。B06003 毛利蘭＆江戸川コナン実テキスト『この能力は自分の現場にキャラが3枚以上いて、全員のLPの合計が2以下の場合に宣言できる』(QA: LP負値も合計に含める)。and[sceneHas{nMin:3}, sceneLpSum{max:2}] で表現。	この能力は自分の現場にキャラが3枚以上いて、全員のLPの合計が2以下の場合に宣言できる
condition-dyn-absent-group	P31 証拠差分condition (evidenceDiff)	2	2	pure-additive	S		B05103,B05103P	Condition union に evidence 差分 (evidenceDiff/evidenceMoreThanBy) 無。現 evidenceAtLeast は state.players[p].evidence.length の単側閾値のみで『相手−自分≥N』を表現できない。	origin/main src/engine/cond/eval.ts:144 case 'evidenceAtLeast'(片側枚数のみ) の直後に新 case 'evidenceDiff' を追加。型は effect.ts:37 の evidenceAtLeast 行に隣接して { kind:'evidenceDiff'; player; other; n } を追加。	自分と相手の証拠枚数の差で分岐する condition。B05103『相手の証拠が自分の証拠より2つ以上多い場合、手札を1枚リムーブしてもよい。そうした場合…』— 閾値 evidenceAtLeast では『差≥N』を表現できない。	相手の証拠が自分の証拠より2つ以上多い場合、手札を1枚リムーブしてもよい。そうした場合、相手の証拠を1つまで選び、デッキの下に移し、自分は証拠を1つ得る。
condition-dyn-absent-group	P32 現場全キャラ同質condition (all-scene-homogeneous)	2	2	pure-additive	S	STALE	B08062,B08062P	homogeneous 専用 condition は不要 (cardNameNot+not+sceneHas で被覆)。真の残gateは B08062 句の『この能力はパートナーエリアでも有効になる』= G37 (continuous aura の partner-area scope)。分類器の NEW: ラベルは過大 (condition自体は表現可)。	新コード不要の可能性大: origin/main の TargetFilter.cardNameNot (effect.ts:152) + 既存 not + sceneHas で not(sceneHas{filter:{cardNameNot:['佐藤美和子','高木渉']}, n:1}) と表現可 (空現場は vacuous-true=not(false)=true で正)。ただし aura『すべてのキャラをAP+1000』(cluster13 apDeltaAura) と『パートナーエリアでも有効』(G37) を要する。	現場の全キャラが指定の名前/特徴/色のいずれかである(同質)場合に発動する条件。B08062 佐藤美和子＆高木渉『自分の現場にいるすべてのキャラが〚カード名［佐藤美和子］〛か〚［高木渉］〛の場合、自分の現場にいるすべてのキャラをAP＋1000する』。	自分の現場にいるすべてのキャラが〚カード名［佐藤美和子］〛か〚［高木渉］〛の場合、自分の現場にいるすべてのキャラをAP＋1000する
condition-dyn-absent-group	P33 このターン未登場condition (enterCountAtMost)	2	2	pure-additive	S	STALE	B09089,B09089P	なし — enterCountAtMost condition は出荷済。⚠ コメント注記の latent: STABLE cond ゆえ resolveEffectPicks が pre-walk eval、同一 sequence で sceneEnter→gate 順だと over-fire 危険 (B09089 は [sceneRemove,conditional] で安全)。	origin/main src/engine/cond/eval.ts:278 に case 'enterCountAtMost' が既に存在 (state.turnState[p].enterCountThisTurn ?? 0 <= cond.n、n:0 で『未登場』)。effect.ts:77 型定義済。新コード不要。	このターン現場にキャラが登場していない場合に発動する条件 (per-turn enter-count 直読)。B09089 刑事だらけの店『このターン中、自分の現場にキャラが登場していない場合、自分のリムーブエリアにあるレベル4以下の〚特徴［警察］〛のキャラを1枚まで選び、登場させる』。	このターン中、自分の現場にキャラが登場していない場合、自分のリムーブエリアにあるレベル4以下の〚特徴［警察］〛のキャラを1枚まで選び、登場させる
condition-dyn-absent-group	P34 自他現場枚数比較condition (sceneCountCompare)	1	1	pure-additive	S		B05081	Condition に両側 scene-count 比較無。sceneHas は {kind:'all'} 片側列挙のみで『自<相』(自分の現場枚数 < 相手の現場枚数) を表現できない。手札版 handCountAtLeastOther はあるが scene 版が無い。	origin/main src/engine/cond/eval.ts:104 case 'sceneHas'(単側 candidates 計数) の付近に新 case 'sceneCountCompare' を追加。handCountAtLeastOther (eval.ts:159) と同型の両側 length 直比較。effect.ts:40 handCountAtLeastOther 行に隣接して型追加。	自分と相手の現場キャラ枚数を比較してイベント使用可否を判定する条件。B05081 威嚇射撃『このイベントは自分の現場にいるキャラが相手の現場にいるキャラより少ない場合に使用できる』。	このイベントは自分の現場にいるキャラが相手の現場にいるキャラより少ない場合に使用できる。
condition-dyn-absent-group	P35 opp現場枚数→self AP scale dyn (oppSceneCount)	1	1	pure-additive	S	STALE	B08086	dyn 側はなし (oppSceneCount 出荷済)。⚠ B08086 の cutIn『【黒】のキャラに【カットイン】する場合、AP+2000』は G10 (コンタクト対象の色/特徴 condition) 未実装ゆえ、無条件カットインにすると非黒対象に誤適用 (QA: 黒以外には何も起こらない) — 分類器が cutin gate を見落とし、dyn 出荷だけでは厳密には完成しない。	origin/main src/engine/dyn/eval.ts:309 に if (prop === 'oppSceneCount') が既に存在 (state.players[opp].scene.length、player ベース・continuousDelta 再帰非経由)。continuousModifier.apDelta:{dyn:'$self.oppSceneCount * 2000'} で B08086 a1 を表現。新コード不要。	相手の現場キャラ枚数につき自身のAP/数値をスケールする継続dyn。B08086 テキーラ『【パートナー黒】【自分ターン中】相手の現場にいるキャラ1枚につき、このキャラをAP＋2000する』(QA: 自動的にAP＋、発動するものでない)。	【自分ターン中】相手の現場にいるキャラ1枚につき、このキャラをAP＋2000する
condition-dyn-absent-group	P36 opp現場枚数 scaled cost (dynamic-count cost)	2	2	structural	M		B04088,B04088P	Cost の removeDeckTop.n は静的 number のみ。相手現場枚数×2 のような可変コスト量を表す dyn-count 経路無 (canPay/pay とも cost.n を即値で読む)。custom cost で逃げられるが JSON 非シリアライズ=骨格凍結原則上不可。	origin/main src/engine/types/effect.ts:290 の Cost { kind:'removeDeckTop'; player:'self'; n: number } を n: number | DynExpr へ拡張し、cost/evaluate.ts:98 case 'removeDeckTop' (deck.length >= cost.n) と cost/pay.ts:192 で n を evalDyn 解決する。	コストの除去枚数が相手現場キャラ数に比例する動的コスト。B04088 スコッチ『【宣言】【スリープ】〚相手の現場にいるキャラ1枚につき、デッキのカードを上から2枚リムーブする〛：AP8000以下のキャラを1枚まで選び、リムーブする』(QA: 自分のデッキが ×2枚 ない場合は宣言不可)。	〚相手の現場にいるキャラ1枚につき、デッキのカードを上から2枚リムーブする〛：AP8000以下のキャラを1枚まで選び、リムーブする
condition-dyn-absent-group	P52 evidence-flip-count mirror (pick-count-bind)	1	1	structural	M		B08028	pick の n:{min,max} を prior-pick 解決枚数に束縛する bind-count 機構無。faceUpEvidence dyn は状態読みで『今この効果で flip した K 枚』を保持しないため count-mirror に使えない (consolidated の BORDERLINE 判定を実カードで否定)。	origin/main src/engine/types/effect.ts:196 TargetingRef.pick の n:{min,max} が静的 number。後続 pick の max を直前 pick の解決枚数に束縛する dyn-cap 経路を resolve パイプライン (target/resolve.ts) + pick の n 型に追加要。$self.faceUpEvidence dyn (dyn/eval.ts:294) は『現在の表向き総数』で『この効果で表向きにした枚数』とは別物 (mirror 不可)。	ある効果で操作した枚数を後続の選択枚数の上限に縛る (mirror) 機構。B08028 日向幸『自分の裏向きの証拠を好きな数選び、表向きにする。この効果によって表向きにした枚数と同じ数まで相手の裏向きの証拠を選び、表向きにする』。	自分の裏向きの証拠を好きな数選び、表向きにする。この効果によって表向きにした枚数と同じ数まで相手の裏向きの証拠を選び、表向きにする。
condition-dyn-absent-group	P54 remove-area名カウントdyn 自己含む (removeNameCount)	2	2	pure-additive	S		PR158,PR164	dyn props に remove-area の名前別 count root 無 (sceneTrait/faceUpEvidence/fileCount/oppSceneCount のみ)。removeNameAtLeast は Condition(bool)で AP スケール用の数値を返さない。『このカードも含める』は使用中カットインが remove に在る前提で要注記。	origin/main src/engine/dyn/eval.ts:309 (oppSceneCount の player-based early-return ブロック) と同型で if (prop === 'removeNameCount') を追加 (state.players[side].remove を allCardNameComponentsForDef で名前一致計数)。cond 版 removeNameAtLeast (cond/eval.ts:236) は閾値bool で per-count scaling に使えない。	リムーブエリアの指定カード名枚数につき数値スケールする dyn (使用中の自カードも計数)。PR158/PR164 犯人 カットイン『【自分ターン中】自分のリムーブエリアにある〚カード名［犯人］〛1枚につき、AP＋2000（このカードも含める）』。	自分のリムーブエリアにある〚カード名［犯人］〛1枚につき、AP＋2000（このカードも含める）
condition-dyn-absent-group	G11 手札枚数condition (handAtLeast/handAtMost)	3	0	pure-additive	S	STALE	B05087,B05087P	なし — handAtLeast/handAtMost 出荷済。B05087 は別句『リムーブエリアから離れたとき』= NEW:リムーブエリア離脱observer (G20系の removal observer) を要し handAtLeast 単独では sole-unlock しない (sole=0)。	origin/main src/engine/cond/eval.ts:151 case 'handAtLeast' / :155 case 'handAtMost' が既に存在 (state.players[p].hand.length 直読、Task D E1 2026-06-12)。effect.ts:37-38 型定義済。新コード不要。	手札がN枚以上/以下を判定する condition。B05087 諸伏高明『カードを手札に加え、自分の手札が6枚以上ある場合、手札を1枚リムーブする』。B06003 でも『自分の手札が5枚以上ある場合、手札を1枚リムーブする』。	カードを手札に加え、自分の手札が6枚以上ある場合、手札を1枚リムーブする。
condition-dyn-absent-group	G12 リムーブ総枚数condition (removeCountAtLeast)	1	1	pure-additive	S	STALE	B03104	なし — removeCountAtLeast 出荷済。B03104 の『代わりに』は conditional 分岐 (ENGINE0)、警察 AP+突撃[キャラ] は既存。単独 sole-unlock 可。	origin/main src/engine/cond/eval.ts:250 に case 'removeCountAtLeast' が既に存在 (state.players[p].remove.length >= cond.n、removeColor/Trait/NameAtLeast の unfiltered 版)。effect.ts:62 型定義済。新コード不要。	リムーブエリアの総枚数(色/特徴/名フィルタ無し)がN以上かの condition。B03104 24時間、年中無休『自分のリムーブエリアにカードが15枚以上ある場合、代わりに…2枚まで選び…』(QA: 使用中のこのイベント自身は remove に未だ無く数えない)。	自分のリムーブエリアにカードが15枚以上ある場合、代わりに自分の現場にいる〚特徴［警察］〛のキャラを2枚まで選び、ターン終了時までAP＋2000し、〚突撃［キャラ］〛を与える。
condition-dyn-absent-group	G13 リムーブ色AND種別count (removeColorAtLeast.kind)	2	2	pure-additive	S		B08004,B08004P	removeColorAtLeast に kind 弁別無 (色のみ)。リムーブエリアに黒イベントが混在すると『黒のキャラ3枚』判定が誤って over-count する。TargetFilter には kind があるが remove*AtLeast condition は filter を取らない別経路。	origin/main src/engine/cond/eval.ts:216 case 'removeColorAtLeast' は colors.includes(w) のみ判定し kind を見ない。effect.ts:52 の removeColorAtLeast 型に kind?:'character'|'event' を追加し eval.ts:208-213 の filter に lookupCardDef(id).kind チェックを足す。	リムーブエリアを色 AND カード種別(キャラ)で計数する宣言ゲート。B08004 江戸川コナン『この能力は自分のリムーブエリアに【黒】のキャラが3枚以上ある場合に宣言できる』— 『キャラ』指定ゆえ黒イベントは数えない。	この能力は自分のリムーブエリアに【黒】のキャラが3枚以上ある場合に宣言できる。
condition-dyn-absent-group	G14 continuous条件 self-counting latch	4	4	risky	M		B08059,B04069	continuousDelta 評価中の condition で『自身の継続修飾後の値』を見る経路無。_inContinuousDelta guard が再入読みを base 0 化するため、B08059 のレベル+1 自己ラッチ (自身を level7 として数える) が安定保持できない。B04069 a1 (警察3枚→LP+1) も自己計数 continuous。	origin/main src/engine/read/char.ts:36 continuousDelta が evalCond(sceneHas) を呼ぶが、その中の charRead.level は continuousDeltaSafe (target/candidates.ts:32) の _inContinuousDelta 再入 guard で base 値 (lvlDelta=0) に落ちる。自身の lvlDelta を条件計数に反映する self-latch 例外経路が必要。	継続効果の条件が自分自身を計数に含み、かつ自身が修飾する数値で条件成立を維持する latch。B08059 諸星大『自分の現場にレベル7のキャラが2枚以上いる場合、このキャラをレベル＋1し、AP＋1000し、〚突撃〛を持つ』(QA: 自身を含めてレベル7が2枚なら有効のまま=失効タイミング無)。	自分の現場にレベル7のキャラが2枚以上いる場合、このキャラをレベル＋1し、AP＋1000し、〚突撃〛を持つ
condition-dyn-absent-group	G18 $self.stackedCount dyn	1	1	pure-additive	S	STALE	B06006	なし — stackedCount dyn 出荷済。B06006 の【登場時】重ね効果も既存 verb。単独 sole-unlock 可。	origin/main src/engine/dyn/eval.ts:337 case 'stackedCount' が既に存在 (scene.byUid(state,uid)?.stackedCards ?? 0、setCardCount と別 field=重ねは枚数以外の情報を持たない)。continuousModifier.apDelta:{dyn:'$self.stackedCount * 1000'} で表現。新コード不要。	このキャラの下に重なっているカード枚数につき数値スケールする継続dyn (重ね≠セット rules/16)。B06006 江戸川コナン『【自分ターン中】このキャラの下に重なっているカード1枚につき、このキャラをAP＋1000する』。	【自分ターン中】このキャラの下に重なっているカード1枚につき、このキャラをAP＋1000する
condition-dyn-absent-group	G19 $self.sceneColor dyn (color-count per-card scaling)	1	1	pure-additive	S		B02002	dyn props に現場の色別/colorNot カウント root 無 (sceneTrait=特徴別はあるが色版が無い)。TargetFilter.colorNot (some説) は pick 用で per-card dyn scaling に使えない。	origin/main src/engine/dyn/eval.ts:309 (oppSceneCount の player-based early-return) と同型で if (prop === 'sceneColor') を追加 (state.players[side].scene を colorNot/color で計数、colorNot は some説=effect.ts:160)。turnEffect ベースの AP+1000×count を charModifyAP に流す。	現場の特定色(またはX以外の色)を持つキャラ枚数につき数値スケールする dyn。B02002 江戸川コナン『このキャラがアクションしたとき、自分の現場にいる【青】以外の色を持つキャラ1枚につき、アクション終了時までこのキャラをAP＋1000する』。	自分の現場にいる【青】以外の色を持つキャラ1枚につき、アクション終了時までこのキャラをAP＋1000する
relative-filter-revealed-color	P55 / G15 — relative-AP / 同AP filter (apMin/apMax {dyn:'$self.ap'})	4	4	pure-additive	S	STALE	B09096,B08072,B08073	実機構は不在ゼロ。残るのは『正準形の文書化のみ』: effect.ts:137-142 の apMin?/apMax?:number 型に {dyn:'$self.ap'} 形の型注釈が無い(args:unknown で実害なし)。enum/field/hook の不足は無し。	新コード不要(machinery 出荷済)。経路: src/cards 側で sceneRemove args.filter に apMin:{dyn:'$self.ap'}, apMax:{dyn:'$self.ap'} を書く → buildShortFormPick(atom-pick-spec.ts:90 が a.filter を query.filter へ) → resolve-picks.ts:295 resolveTargetFilterDyn → resolveFilterDynObj(resolve-picks.ts:107-126 が {dyn:string} の任意 filter フィールドを evalDyn 解決) → dyn/eval.ts:311 case 'ap' で charRead.ap(state, source.uid)=実効AP。matchOneFilter(candidates.ts:345-346) が apMin/apMax を実効AP合算値で比較。Effect atom args が unknown 型(effect.ts:288)なので apMin?:number 型はバイパスされ tsc も通る。D11005 が同テキストを当時 custom closure で apMax=8000 ハードコード(TODO Phase5: source uid 伝播)していたが cluster12(2026-06-15)以降その伝播は resolveFilterDynObj 経由で実装済。	「このキャラと同じAP / このキャラのAP以下のAPのキャラを選びリムーブ」系。攻撃元/能力元キャラ自身の実効APを基準に対象を相対フィルタする。実テキスト: B09096「【解決編】【宣言】【スリープ】：このキャラと同じAPのキャラを1枚まで選び、リムーブする。」/ B08073「このキャラのAP以下のAPのキャラを1枚まで選び、リムーブする。」。公式QA(B09096)「このキャラも、選ぶキャラも、効果を解決する時点のAPを参照」= 実効AP比較が必須。	B09096: 【解決編】【宣言】【スリープ】：このキャラと同じAPのキャラを1枚まで選び、リムーブする。
